,Gene,Pathway
1,pst:PSPTO_5150,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5251,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5251,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5251,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5251,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5265,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5266,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5285,RNA degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5401,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5401,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5401,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5586,Amino sugar and nucleotide sugar metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5586,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5597,Amino sugar and nucleotide sugar metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5597,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5597,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0722,Oxidative phosphorylation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1361,Arginine biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1361,Atrazine degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1361,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1361,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0982,"Valine, leucine and isoleucine biosynthesis - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_0982,Butanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0982,C5-Branched dibasic acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0982,Pantothenate and CoA biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0982,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0982,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0982,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0982,2-Oxocarboxylic acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0982,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3860,Glycolysis / Gluconeogenesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3860,Citrate cycle (TCA cycle) - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3860,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3860,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3860,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3860,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3860,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3860,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0981,"Valine, leucine and isoleucine biosynthesis - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_0981,Butanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0981,C5-Branched dibasic acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0981,Pantothenate and CoA biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0981,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0981,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0981,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0981,2-Oxocarboxylic acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0981,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5005,Glycolysis / Gluconeogenesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5005,Citrate cycle (TCA cycle) - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5005,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5005,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5005,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5005,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5005,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5005,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3862,Glycolysis / Gluconeogenesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3862,Citrate cycle (TCA cycle) - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3862,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3862,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3862,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3862,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3862,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3862,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4921,Nicotinate and nicotinamide metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4921,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4290,Cyanoamino acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4290,Starch and sucrose metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4290,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4290,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5251,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5251,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5251,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5251,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0691,Riboflavin metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0691,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0691,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3902,Cysteine and methionine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3902,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3902,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3902,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3902,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3902,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3902,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3902,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0128,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0128,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0128,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0128,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0230,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0230,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3793,Nicotinate and nicotinamide metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3793,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2106,Nicotinate and nicotinamide metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2106,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5121,"Alanine, aspartate and glutamate metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_5121,Nitrogen metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5121,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5121,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5121,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5121,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5121,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4254,Glutathione metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4254,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0549,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0549,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1509,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1509,Thiamine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1509,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1509,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1509,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0923,Pantothenate and CoA biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0923,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4895,Arginine biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4895,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4895,Atrazine degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4895,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4895,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4891,Arginine biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4891,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4891,Atrazine degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4891,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4891,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4894,Arginine biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4894,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4894,Atrazine degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4894,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4894,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4828,Nicotinate and nicotinamide metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4828,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4501,Pyrimidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4501,"Alanine, aspartate and glutamate metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_4501,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4502,Pyrimidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4502,"Alanine, aspartate and glutamate metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_4502,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1430,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1430,Pyrimidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1430,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1430,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1430,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1536,Pyrimidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1536,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5521,Vitamin B6 metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5521,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0383,Cysteine and methionine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0383,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0383,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0383,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0598,Cysteine and methionine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0598,Arginine and proline metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0598,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4795,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4795,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1562,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1562,Pyrimidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1562,Nicotinate and nicotinamide metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1562,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1562,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5401,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5401,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5401,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4922,Nicotinate and nicotinamide metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4922,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1990,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1990,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0490,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0490,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0490,Biofilm formation - Pseudomonas aeruginosa - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4965,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4965,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4965,Biofilm formation - Pseudomonas aeruginosa - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5068,Cysteine and methionine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5068,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2292,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2292,Methane metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2292,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2292,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2292,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4337,Glycolysis / Gluconeogenesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4337,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4337,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4337,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4337,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4337,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4337,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4337,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4337,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2680,"Alanine, aspartate and glutamate metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_2680,Lysine degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2680,Tyrosine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2680,Butanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2680,Nicotinate and nicotinamide metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2680,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2680,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3924,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3924,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3924,Two-component system - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1886,"Glycine, serine and threonine metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_1886,Cysteine and methionine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1886,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1886,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1886,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1886,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1886,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1169,Taurine and hypotaurine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1169,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1169,Propanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1169,Methane metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1169,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1169,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1169,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,Fatty acid degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,Synthesis and degradation of ketone bodies - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,"Valine, leucine and isoleucine degradation - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_0957,Lysine degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,Benzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,Tryptophan metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,Glyoxylate and dicarboxylate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,Propanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,Butanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,Terpenoid backbone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0957,Two-component system - Pseudomonas syringae pv. tomato DC3000
